domain_name,is_suspicious,threatType,platformType
shop.developer.sanydetect.com,False,,
mankindhealed.com,False,,
cwo.ugu.mybluehost.me,False,,
nowshop.vip,False,,
potvoordoorie.com,False,,
autodiscover.spritindustry.com,False,,
ltoffice.the-loom.de,False,,
autodiscover.tecgraphicarts.com,False,,
mail.net15-43.fr,False,,
cutadorns.xyz,False,,
hcarnes.com,False,,
api.foodstream.dev,False,,
dev.developer.idilys.fr,False,,
thequaintstudio.com,False,,
www.supportyourartist.se,False,,
insanitychat.com,False,,
autoflyer.info,False,,
cpanel.whm.buildingonline.net,False,,
caviarhomez.mithilagroup.com,False,,
monkeyinthecity.com,False,,
ptsystems.com,False,,
houserabbitga.com,False,,
*.6fd12c2c12f791f971925652.keenetic.io,False,,
stjamesthegreatcce.com,False,,
lasceleira.com,False,,
penassco.co.uk,False,,
*.w2teste.com.br,False,,
cutadorns.xyz,False,,
new.pandaprint.com.ua,False,,
mammaogmeg.no,False,,
elumpex.pl,False,,
tphla.org,False,,
office-space-in-munich.com,False,,
prestashop.pdm.es,False,,
swagger.appnoit.com,False,,
*.bisumsoftgillra.tk,False,,
demo.developer.gseo.ch,False,,
www.malibuoysterco.com,False,,
historiaclinica.online,False,,
patronatoinas.fr,False,,
osf-headless-bd2.herokuapp.com,False,,
w4chope.com,False,,
mesman.synology.me,False,,
test.life.ns12.it,False,,
0c91940ece.myds.me,False,,
ms-hydrus-eu.wbcnf.net,False,,
*.493fc9d84dda157f7db4c88e.keenetic.io,False,,
autodiscover.helpfulhints1.com,False,,
autodiscover.vvp68.biz,False,,
api.wazap.id,False,,
0c91940ece.myds.me,False,,
ms-hydrus-eu.wbcnf.net,False,,
mesman.synology.me,False,,
autodiscover.helpfulhints1.com,False,,
*.lilimandiri.com,False,,
cloud.pnrpaca.fr,False,,
iseehs.foundationforeducation.org,False,,
*.incgbl.org,False,,
4yvqhxk2mm.dattolocal.net,False,,
magento.secure.objektivdigital.com,False,,
foodalem.com,False,,
superiorhhc.com,False,,
*.incgbl.org,False,,
online-guitar.ru,False,,
iseehs.foundationforeducation.org,False,,
cloud.pnrpaca.fr,False,,
4yvqhxk2mm.dattolocal.net,False,,
server.elandigital.nl,False,,
superiorhhc.com,False,,
api.wazap.id,False,,
foodalem.com,False,,
online-guitar.ru,False,,
b-tls-http01-prgbbofm.tls.9228.knative-boskos-41.kn-e2e.dev,False,,
store.authsmtp.cornellphysio.ca,False,,
server.elandigital.nl,False,,
prolocosanminiato.it,False,,
b-tls-http01-prgbbofm.tls.9228.knative-boskos-41.kn-e2e.dev,False,,
store.authsmtp.cornellphysio.ca,False,,
testsite.castlefoundation.org,False,,
dev.magpapelaria.com.br,False,,
staging.offhournews.com,False,,
aloof.cl,False,,
prolocosanminiato.it,False,,
r-tls-http01-prgbbofm.tls.9228.knative-boskos-41.kn-e2e.dev,False,,
dev.magpapelaria.com.br,False,,
lamafer2.andreafranzoso.com,False,,
magento.developer.ogobmen.com,False,,
www.chrnet.de,False,,
*.lanciaservices.com,False,,
r-tls-http01-prgbbofm.tls.9228.knative-boskos-41.kn-e2e.dev,False,,
testsite.castlefoundation.org,False,,
staging.offhournews.com,False,,
ann.biz.ua,False,,
esccotradingdmcc.com,False,,
www.chrnet.de,False,,
amapropiedades.allygame.cl,False,,
beatrizmcalleja.com,False,,
lamafer2.andreafranzoso.com,False,,
magento.developer.ogobmen.com,False,,
*.lanciaservices.com,False,,
vm22222.karhus.cz,False,,
esccotradingdmcc.com,False,,
template03.oafiliadomestre.com.br,False,,
amapropiedades.allygame.cl,False,,
beatrizmcalleja.com,False,,
test-5.staging.us-e.cloudfoxy.com,False,,
alfa.timesharescam.com,False,,
arquimar.com,False,,
rab.tschu-tschu.bayern,False,,
vm22222.karhus.cz,False,,
template03.oafiliadomestre.com.br,False,,
www.gwdesign.ie,False,,
autodiscover.eskisehirmasaj.net,False,,
autoconfig.tp-cantal.fr,False,,
arquimar.com,False,,
bcmmax.tk,False,,
pleizt.com,False,,
rab.tschu-tschu.bayern,False,,
*.00d96831eff0a1f6cbec2b8e.keenetic.io,False,,
gooddate.club,False,,
www.balancingtheboones.com,False,,
shop.secure.fh-portalen.dk,False,,
localhost.ouestfrance-auto.pro,False,,
shop.ifqunmkvlffq.marauderwines.com,False,,
autodiscover.eskisehirmasaj.net,False,,
elizabethcurl.com,False,,
bcmmax.tk,False,,
autoconfig.tp-cantal.fr,False,,
socialengineers.de,False,,
gooddate.club,False,,
pleizt.com,False,,
localhost.ouestfrance-auto.pro,False,,
82-165-119-121.plesk.page,False,,
blog.fullstackace.com,False,,
www.zombiehood.com,False,,
shop.secure.fh-portalen.dk,False,,
www.balancingtheboones.com,False,,
*.00d96831eff0a1f6cbec2b8e.keenetic.io,False,,
ernaehrungsberatung-pusch.de,False,,
shop.ifqunmkvlffq.marauderwines.com,False,,
v17.combatevirtual.biz,False,,
82-165-119-121.plesk.page,False,,
socialengineers.de,False,,
elizabethcurl.com,False,,
barcode.airsphere.de,False,,
icyqueens.shop,False,,
www.zombiehood.com,False,,
veriscan-edu-vsuite.veriscan.se,False,,
plesk.playmaxgroup.com,False,,
www.theprovranch.com,False,,
blog.fullstackace.com,False,,
store.affiliate.erhvervsbladet.dk,False,,
barcode.airsphere.de,False,,
v17.combatevirtual.biz,False,,
*.c9925249ce3ce867c31ef01e.keenetic.io,False,,
store.affiliate.erhvervsbladet.dk,False,,
destaalkade6.com,False,,
veriscan-edu-vsuite.veriscan.se,False,,
artemtrigubchak.com,False,,
www.theprovranch.com,False,,
plesk.playmaxgroup.com,False,,
cabincrewlucy.co.uk,False,,
icyqueens.shop,False,,
artemtrigubchak.com,False,,
*.c9925249ce3ce867c31ef01e.keenetic.io,False,,
www.designxsaber.com,False,,
destaalkade6.com,False,,
staging.developer.ogobmen.com,False,,
cabincrewlucy.co.uk,False,,
balancingtheboones.com,False,,
www.designxsaber.com,False,,
helloalex-s.com,False,,
www.3hillsres.com,False,,
device-local-62caed20-f7a3-48d7-ba44-e9fea677caee.remotewd.com,False,,
mail.mjms.pro,False,,
ip.takipay.com.br,False,,
test.developer.russiatube.online,False,,
seattle-bellevuerealtor.com,False,,
staging.developer.ogobmen.com,False,,
www.rachel-trimble.chasebroker.com,False,,
www.hubyoga.no,False,,
www.3hillsres.com,False,,
helloalex-s.com,False,,
mail.mjms.pro,False,,
test.developer.russiatube.online,False,,
ernaehrungsberatung-pusch.de,False,,
device-local-62caed20-f7a3-48d7-ba44-e9fea677caee.remotewd.com,False,,
seattle-bellevuerealtor.com,False,,
www.hubyoga.no,False,,
cpanel.nuker-host.com,False,,
test-3.staging.us-w.cloudfoxy.com,False,,
www.rachel-trimble.chasebroker.com,False,,
test-1.staging.jp.cloudfoxy.com,False,,
*.124367217.my.q-branch.net,False,,
akademie.archiv.vdr-service.de,False,,
new.previnfo.net,False,,
*.8aeb6216db5969239aa1461a.keenetic.io,False,,
cpanel.nuker-host.com,False,,
*.124367217.my.q-branch.net,False,,
akademie.archiv.vdr-service.de,False,,
new.previnfo.net,False,,
middlingproductions.com,False,,
api.acceptance.riveer.nl,False,,
*.8aeb6216db5969239aa1461a.keenetic.io,False,,
tobibot.trivernis.net,False,,
middlingproductions.com,False,,
www.revivalediting.com,False,,
luciaponcearq.com,False,,
jtstocks.com,False,,
www.revivalediting.com,False,,
chatbot.cquantt.com,False,,
www.newwaveac.com,False,,
autodiscover.the-daily-entrepreneur.com,False,,
luciaponcearq.com,False,,
www.newwaveac.com,False,,
greyhairmatters.co.uk,False,,
tobibot.trivernis.net,False,,
test.hosting-sites.top,False,,
database.tlhr2014.com,False,,
autodiscover.eskisehirmarkapatent.com,False,,
cassini.tech,False,,
chatbot.cquantt.com,False,,
www.angelaspillerphotography.com,False,,
backpubgs.duckdns.org,True,SOCIAL_ENGINEERING,ANY_PLATFORM
morgmariephoto.com,False,,
autodiscover.the-daily-entrepreneur.com,False,,
blog.lymeo.fr,False,,
www.heinrichk.com,False,,
heinrichk.com,False,,
